frame,time,sun_area_px,uncovered,frame_max,frame_mean,lx,temp_c,rh_pct,obscuration,sun_alt_deg
1582,2026-08-12 20:18:25,2221,0.2840,122.0000,8.5500,867.7881,30.0200,25.4800,0.7183,8.3935
1583,2026-08-12 20:18:27,2205,0.2820,121.0000,8.5170,866.5130,30.0000,25.5000,0.7191,8.3873
1584,2026-08-12 20:18:29,2206,0.2821,120.0000,8.5010,863.5615,30.0000,25.4800,0.7199,8.3811
1585,2026-08-12 20:18:31,2187,0.2797,121.0000,8.4420,859.9978,30.0000,25.4600,0.7207,8.3749
1586,2026-08-12 20:18:33,2186,0.2795,121.0000,8.4280,855.3014,30.0000,25.4400,0.7215,8.3687
1587,2026-08-12 20:18:35,2188,0.2798,120.0000,8.4120,851.3636,30.0000,25.4200,0.7223,8.3625
1588,2026-08-12 20:18:37,2178,0.2785,120.0000,8.3770,848.8426,30.0000,25.4000,0.7230,8.3563
1589,2026-08-12 20:18:39,2167,0.2771,120.0000,8.3680,844.9534,30.0000,25.4000,0.7238,8.3501
1590,2026-08-12 20:18:41,2162,0.2765,120.0000,8.4080,841.5175,30.0000,25.4000,0.7246,8.3440
1591,2026-08-12 20:18:43,2163,0.2766,121.0000,8.3880,838.3126,30.0000,25.4000,0.7254,8.3380
1592,2026-08-12 20:18:45,2154,0.2754,120.0000,8.3630,834.9237,30.0000,25.4000,0.7262,8.3320
1593,2026-08-12 20:18:47,2151,0.2751,121.0000,8.3460,830.9516,30.0000,25.4000,0.7270,8.3260
1594,2026-08-12 20:18:49,2147,0.2746,118.0000,8.3090,826.1649,29.9800,25.4200,0.7278,8.3200
1595,2026-08-12 20:18:51,2138,0.2734,119.0000,8.2950,823.4275,29.9600,25.4400,0.7285,8.3139
1596,2026-08-12 20:18:53,2126,0.2719,118.0000,8.2480,822.2777,29.9400,25.4600,0.7293,8.3077
1597,2026-08-12 20:18:55,2133,0.2728,117.0000,8.2390,818.9952,29.9200,25.4800,0.7301,8.3015
1598,2026-08-12 20:18:57,2129,0.2723,118.0000,8.2300,817.1030,29.9000,25.5000,0.7309,8.2953
1599,2026-08-12 20:18:59,2122,0.2714,117.0000,8.1900,813.5806,29.9000,25.5200,0.7317,8.2891
1600,2026-08-12 20:19:01,2106,0.2693,117.0000,8.1600,808.4946,29.9000,25.5400,0.7325,8.2829
1601,2026-08-12 20:19:03,2103,0.2689,117.0000,8.1290,806.0256,29.9000,25.5600,0.7333,8.2767
1602,2026-08-12 20:19:05,2102,0.2688,117.0000,8.1090,802.0505,29.9000,25.5800,0.7340,8.2705
1603,2026-08-12 20:19:07,2101,0.2687,117.0000,8.0950,798.7129,29.9000,25.6000,0.7348,8.2643
1604,2026-08-12 20:19:09,2085,0.2666,117.0000,8.0680,794.1237,29.8800,25.6200,0.7356,8.2581
1605,2026-08-12 20:19:11,2082,0.2662,116.0000,8.0420,792.0531,29.8600,25.6400,0.7364,8.2519
1606,2026-08-12 20:19:13,2084,0.2665,116.0000,8.0160,789.9841,29.8400,25.6600,0.7372,8.2457
1607,2026-08-12 20:19:15,2067,0.2643,116.0000,7.9910,786.0171,29.8200,25.6800,0.7380,8.2395
1608,2026-08-12 20:19:17,2063,0.2638,116.0000,7.9630,782.2930,29.8000,25.7000,0.7388,8.2333
1609,2026-08-12 20:19:19,2059,0.2633,117.0000,7.9480,778.6434,29.7800,25.7000,0.7395,8.2271
1610,2026-08-12 20:19:21,2046,0.2616,116.0000,7.9190,777.5634,29.7600,25.7000,0.7403,8.2209
1611,2026-08-12 20:19:23,2052,0.2624,116.0000,7.9100,774.5853,29.7400,25.7000,0.7411,8.2147
1612,2026-08-12 20:19:25,2040,0.2609,116.0000,7.8880,770.6857,29.7200,25.7000,0.7419,8.2085
1613,2026-08-12 20:19:27,2028,0.2593,115.0000,7.8550,765.6305,29.7000,25.7000,0.7427,8.2023
1614,2026-08-12 20:19:29,2023,0.2587,116.0000,7.8280,763.2623,29.7000,25.7200,0.7435,8.1961
1615,2026-08-12 20:19:31,2007,0.2566,116.0000,7.7920,760.1808,29.7000,25.7400,0.7443,8.1899
1616,2026-08-12 20:19:33,2005,0.2564,116.0000,7.7840,757.9664,29.7000,25.7600,0.7451,8.1837
1617,2026-08-12 20:19:35,2003,0.2561,115.0000,7.7500,755.7528,29.7000,25.7800,0.7459,8.1775
1618,2026-08-12 20:19:37,1995,0.2551,115.0000,7.7180,753.3301,29.7000,25.8000,0.7466,8.1713
1619,2026-08-12 20:19:39,1994,0.2550,115.0000,7.7200,749.0182,29.7000,25.8200,0.7474,8.1651
1620,2026-08-12 20:19:41,1988,0.2542,114.0000,7.7740,747.4063,29.7000,25.8400,0.7482,8.1589
1621,2026-08-12 20:19:43,1985,0.2538,115.0000,7.7610,742.8371,29.7000,25.8600,0.7490,8.1527
1622,2026-08-12 20:19:45,1981,0.2533,115.0000,7.7480,739.0297,29.7000,25.8800,0.7498,8.1465
1623,2026-08-12 20:19:47,1979,0.2531,115.0000,7.7270,737.3326,29.7000,25.9000,0.7506,8.1403
1624,2026-08-12 20:19:49,1981,0.2533,114.0000,7.7010,732.3538,29.6800,25.9000,0.7514,8.1341
1625,2026-08-12 20:19:51,1966,0.2514,114.0000,7.6900,729.8733,29.6600,25.9000,0.7522,8.1280
1626,2026-08-12 20:19:53,1969,0.2518,113.0000,7.6710,727.9355,29.6400,25.9000,0.7529,8.1220
1627,2026-08-12 20:19:55,1953,0.2497,114.0000,7.6400,724.4073,29.6200,25.9000,0.7537,8.1160
1628,2026-08-12 20:19:57,1948,0.2491,113.0000,7.6140,721.0373,29.6000,25.9000,0.7545,8.1100
1629,2026-08-12 20:19:59,1938,0.2478,113.0000,7.5960,719.4980,29.5800,25.9400,0.7553,8.1040
1630,2026-08-12 20:20:01,1936,0.2476,113.0000,7.5720,717.0614,29.5600,25.9800,0.7561,8.0979
1631,2026-08-12 20:20:03,1921,0.2457,113.0000,7.5440,713.2594,29.5400,26.0200,0.7569,8.0917
1632,2026-08-12 20:20:05,1914,0.2448,113.0000,7.5180,708.9645,29.5200,26.0600,0.7577,8.0855
1633,2026-08-12 20:20:07,1910,0.2442,113.0000,7.5040,705.6481,29.5000,26.1000,0.7585,8.0793
1634,2026-08-12 20:20:09,1906,0.2437,113.0000,7.4820,703.7030,29.5000,26.1000,0.7593,8.0731
1635,2026-08-12 20:20:11,1906,0.2437,112.0000,7.4590,701.8878,29.5000,26.1000,0.7601,8.0669
1636,2026-08-12 20:20:13,1887,0.2413,112.0000,7.4300,699.2356,29.5000,26.1000,0.7608,8.0607
1637,2026-08-12 20:20:15,1896,0.2425,113.0000,7.4100,693.1826,29.5000,26.1000,0.7616,8.0545
1638,2026-08-12 20:20:17,1887,0.2413,112.0000,7.3710,691.3967,29.5000,26.1000,0.7624,8.0483
1639,2026-08-12 20:20:19,1868,0.2389,113.0000,7.3540,689.9418,29.5000,26.1200,0.7632,8.0421
1640,2026-08-12 20:20:21,1865,0.2385,112.0000,7.3330,685.7086,29.5000,26.1400,0.7640,8.0359
1641,2026-08-12 20:20:23,1859,0.2377,112.0000,7.2990,681.1132,29.5000,26.1600,0.7648,8.0297
1642,2026-08-12 20:20:25,1845,0.2359,112.0000,7.2700,680.0266,29.5000,26.1800,0.7656,8.0235
1643,2026-08-12 20:20:27,1847,0.2362,112.0000,7.2470,676.2034,29.5000,26.2000,0.7664,8.0173
1644,2026-08-12 20:20:29,1836,0.2348,112.0000,7.2310,672.8138,29.4800,26.2000,0.7672,8.0111
1645,2026-08-12 20:20:31,1823,0.2331,112.0000,7.2070,669.7651,29.4600,26.2000,0.7680,8.0049
1646,2026-08-12 20:20:33,1830,0.2340,111.0000,7.1780,668.4849,29.4400,26.2000,0.7688,7.9987
1647,2026-08-12 20:20:35,1821,0.2329,111.0000,7.1640,667.0659,29.4200,26.2000,0.7695,7.9925
1648,2026-08-12 20:20:37,1814,0.2320,111.0000,7.1520,661.2308,29.4000,26.2000,0.7703,7.9863
1649,2026-08-12 20:20:39,1808,0.2312,111.0000,7.1270,658.6777,29.4000,26.2200,0.7711,7.9801
1650,2026-08-12 20:20:41,1799,0.2301,111.0000,7.1700,653.9130,29.4000,26.2400,0.7719,7.9739
1651,2026-08-12 20:20:43,1786,0.2284,112.0000,7.1520,652.2151,29.4000,26.2600,0.7727,7.9677
1652,2026-08-12 20:20:45,1793,0.2293,111.0000,7.1250,650.2607,29.4000,26.2800,0.7735,7.9615
1653,2026-08-12 20:20:47,1777,0.2272,111.0000,7.1040,646.2195,29.4000,26.3000,0.7743,7.9553
1654,2026-08-12 20:20:49,1779,0.2275,111.0000,7.0990,642.5429,29.3800,26.3000,0.7751,7.9491
1655,2026-08-12 20:20:51,1770,0.2263,110.0000,7.0640,639.5201,29.3600,26.3000,0.7759,7.9430
1656,2026-08-12 20:20:53,1765,0.2257,111.0000,7.0480,636.0108,29.3400,26.3000,0.7767,7.9370
1657,2026-08-12 20:20:55,1758,0.2248,111.0000,7.0320,634.2755,29.3200,26.3000,0.7775,7.9310
1658,2026-08-12 20:20:57,1762,0.2253,110.0000,6.9990,631.5007,29.3000,26.3000,0.7783,7.9250
1659,2026-08-12 20:20:59,1759,0.2249,110.0000,6.9830,626.9709,29.3000,26.3000,0.7791,7.9190
1660,2026-08-12 20:21:01,1739,0.2224,110.0000,6.9570,625.9276,29.3000,26.3000,0.7798,7.9129
1661,2026-08-12 20:21:03,1746,0.2233,110.0000,6.9520,622.6913,29.3000,26.3000,0.7806,7.9067
1662,2026-08-12 20:21:05,1730,0.2212,110.0000,6.9190,619.9810,29.3000,26.3000,0.7814,7.9005
1663,2026-08-12 20:21:07,1721,0.2201,110.0000,6.9010,617.8738,29.3000,26.3000,0.7822,7.8943
1664,2026-08-12 20:21:09,1718,0.2197,110.0000,6.8820,615.0550,29.2800,26.3200,0.7830,7.8881
1665,2026-08-12 20:21:11,1700,0.2174,110.0000,6.8440,612.5186,29.2600,26.3400,0.7838,7.8819
1666,2026-08-12 20:21:13,1704,0.2179,110.0000,6.8440,609.6006,29.2400,26.3600,0.7846,7.8757
1667,2026-08-12 20:21:15,1693,0.2165,110.0000,6.8050,606.9720,29.2200,26.3800,0.7854,7.8695
1668,2026-08-12 20:21:17,1676,0.2143,110.0000,6.7840,603.7297,29.2000,26.4000,0.7862,7.8633
1669,2026-08-12 20:21:19,1677,0.2145,110.0000,6.7660,600.3311,29.2000,26.4000,0.7870,7.8571
1670,2026-08-12 20:21:21,1671,0.2137,110.0000,6.7440,598.2841,29.2000,26.4000,0.7878,7.8509
1671,2026-08-12 20:21:23,1674,0.2141,110.0000,6.7230,597.0904,29.2000,26.4000,0.7886,7.8447
1672,2026-08-12 20:21:25,1659,0.2121,110.0000,6.7110,594.0956,29.2000,26.4000,0.7894,7.8385
1673,2026-08-12 20:21:27,1663,0.2127,110.0000,6.6890,589.8979,29.2000,26.4000,0.7902,7.8323
1674,2026-08-12 20:21:29,1652,0.2113,110.0000,6.6670,587.6434,29.1800,26.4400,0.7910,7.8261
1675,2026-08-12 20:21:31,1644,0.2102,110.0000,6.6420,585.0152,29.1600,26.4800,0.7918,7.8199
1676,2026-08-12 20:21:33,1642,0.2100,110.0000,6.6200,580.2551,29.1400,26.5200,0.7926,7.8137
1677,2026-08-12 20:21:35,1628,0.2082,110.0000,6.5990,578.9857,29.1200,26.5600,0.7933,7.8075
1678,2026-08-12 20:21:37,1632,0.2087,110.0000,6.6010,575.4178,29.1000,26.6000,0.7941,7.8013
1679,2026-08-12 20:21:39,1622,0.2074,110.0000,6.5720,570.7075,29.1000,26.6000,0.7949,7.7951
1680,2026-08-12 20:21:41,1613,0.2063,109.0000,6.5870,569.3251,29.1000,26.6000,0.7957,7.7890
1681,2026-08-12 20:21:43,1606,0.2054,109.0000,6.5650,566.7566,29.1000,26.6000,0.7965,7.7830
1682,2026-08-12 20:21:45,1601,0.2047,109.0000,6.5420,563.1313,29.1000,26.6000,0.7973,7.7770
1683,2026-08-12 20:21:47,1601,0.2047,109.0000,6.5340,562.4255,29.1000,26.6000,0.7981,7.7710
1684,2026-08-12 20:21:49,1587,0.2029,110.0000,6.4870,558.5251,29.1000,26.6000,0.7989,7.7650
1685,2026-08-12 20:21:51,1583,0.2024,110.0000,6.4790,557.1678,29.1000,26.6000,0.7997,7.7589
1686,2026-08-12 20:21:53,1575,0.2014,109.0000,6.4550,553.0738,29.1000,26.6000,0.8005,7.7527
1687,2026-08-12 20:21:55,1570,0.2008,109.0000,6.4490,550.3518,29.1000,26.6000,0.8013,7.7465
1688,2026-08-12 20:21:57,1560,0.1995,109.0000,6.4240,548.2308,29.1000,26.6000,0.8021,7.7403
1689,2026-08-12 20:21:59,1559,0.1994,109.0000,6.3920,543.3708,29.0800,26.6200,0.8029,7.7341
1690,2026-08-12 20:22:01,1546,0.1977,109.0000,6.3760,540.5504,29.0600,26.6400,0.8037,7.7279
1691,2026-08-12 20:22:03,1549,0.1981,109.0000,6.3540,538.8606,29.0400,26.6600,0.8045,7.7217
1692,2026-08-12 20:22:05,1538,0.1967,109.0000,6.3340,536.4483,29.0200,26.6800,0.8053,7.7155
1693,2026-08-12 20:22:07,1535,0.1963,109.0000,6.3210,534.3983,29.0000,26.7000,0.8061,7.7093
1694,2026-08-12 20:22:09,1538,0.1967,108.0000,6.2990,530.6888,29.0000,26.6800,0.8069,7.7031
1695,2026-08-12 20:22:11,1532,0.1959,108.0000,6.2700,527.3196,29.0000,26.6600,0.8077,7.6969
1696,2026-08-12 20:22:13,1557,0.1991,103.0000,6.2740,524.6937,29.0000,26.6400,0.8085,7.6907
1697,2026-08-12 20:22:15,1502,0.1921,109.0000,6.2260,522.9379,29.0000,26.6200,0.8093,7.6845
1698,2026-08-12 20:22:17,1502,0.1921,109.0000,6.2190,520.4875,29.0000,26.6000,0.8101,7.6783
1699,2026-08-12 20:22:19,1495,0.1912,108.0000,6.1960,516.0406,28.9800,26.6800,0.8109,7.6721
1700,2026-08-12 20:22:21,1489,0.1904,108.0000,6.1760,513.4748,28.9600,26.7600,0.8117,7.6659
1701,2026-08-12 20:22:23,1474,0.1885,108.0000,6.1560,510.0235,28.9400,26.8400,0.8125,7.6597
1702,2026-08-12 20:22:25,1473,0.1884,108.0000,6.1220,507.9252,28.9200,26.9200,0.8133,7.6535
1703,2026-08-12 20:22:27,1466,0.1875,109.0000,6.1070,505.9515,28.9000,27.0000,0.8141,7.6473
1704,2026-08-12 20:22:29,1453,0.1858,109.0000,6.0840,500.9777,28.9000,27.0000,0.8149,7.6411
1705,2026-08-12 20:22:31,1459,0.1866,108.0000,6.0700,498.4671,28.9000,27.0000,0.8156,7.6350
1706,2026-08-12 20:22:33,1453,0.1858,108.0000,6.0520,497.1456,28.9000,27.0000,0.8164,7.6290
1707,2026-08-12 20:22:35,1446,0.1849,108.0000,6.0290,494.8579,28.9000,27.0000,0.8172,7.6230
1708,2026-08-12 20:22:37,1436,0.1836,109.0000,6.0010,491.6885,28.9000,27.0000,0.8180,7.6170
1709,2026-08-12 20:22:39,1435,0.1835,192.0000,8.3450,487.9672,28.9000,27.0000,0.8188,7.6110
1710,2026-08-12 20:22:41,1420,0.1816,191.0000,8.2630,485.2355,28.9000,27.0000,0.8196,7.6049
1711,2026-08-12 20:22:43,1417,0.1812,190.0000,8.2370,481.8740,28.9000,27.0000,0.8204,7.5987
1712,2026-08-12 20:22:45,1410,0.1803,191.0000,8.2020,479.3029,28.9000,27.0000,0.8212,7.5925
1713,2026-08-12 20:22:47,1407,0.1799,190.0000,8.1700,476.2075,28.9000,27.0000,0.8220,7.5863
1714,2026-08-12 20:22:49,1398,0.1788,190.0000,8.1320,472.3820,28.8800,27.0000,0.8228,7.5801
1715,2026-08-12 20:22:51,1388,0.1775,189.0000,8.0890,468.8558,28.8600,27.0000,0.8236,7.5739
1716,2026-08-12 20:22:53,1376,0.1760,189.0000,8.0430,467.2211,28.8400,27.0000,0.8244,7.5677
1717,2026-08-12 20:22:55,1374,0.1757,189.0000,7.9920,463.0882,28.8200,27.0000,0.8252,7.5615
1718,2026-08-12 20:22:57,1374,0.1757,188.0000,7.9540,459.5917,28.8000,27.0000,0.8260,7.5553
1719,2026-08-12 20:22:59,1363,0.1743,188.0000,7.9070,456.4366,28.8000,26.9800,0.8268,7.5491
1720,2026-08-12 20:23:01,1360,0.1739,188.0000,7.8750,453.9039,28.8000,26.9600,0.8276,7.5429
1721,2026-08-12 20:23:03,1352,0.1729,187.0000,7.8390,451.9206,28.8000,26.9400,0.8284,7.5367
1722,2026-08-12 20:23:05,1347,0.1723,187.0000,7.7810,448.6374,28.8000,26.9200,0.8292,7.5305
1723,2026-08-12 20:23:07,1336,0.1708,187.0000,7.7370,445.2940,28.8000,26.9000,0.8300,7.5243
1724,2026-08-12 20:23:09,1335,0.1707,187.0000,7.7240,441.8419,28.8000,26.9400,0.8308,7.5181
1725,2026-08-12 20:23:11,1329,0.1699,186.0000,7.6700,439.8088,28.8000,26.9800,0.8316,7.5120
1726,2026-08-12 20:23:13,1329,0.1699,187.0000,7.6330,437.1242,28.8000,27.0200,0.8324,7.5060
1727,2026-08-12 20:23:15,1315,0.1682,187.0000,7.5780,433.1390,28.8000,27.0600,0.8332,7.5000
1728,2026-08-12 20:23:17,1313,0.1679,185.0000,7.5360,429.0528,28.8000,27.1000,0.8340,7.4940
1729,2026-08-12 20:23:19,1302,0.1665,184.0000,7.5090,426.6698,28.7800,27.1000,0.8348,7.4880
1730,2026-08-12 20:23:21,1299,0.1661,184.0000,7.4790,423.8591,28.7600,27.1000,0.8356,7.4819
1731,2026-08-12 20:23:23,1297,0.1659,183.0000,7.4370,421.6285,28.7400,27.1000,0.8364,7.4757
1732,2026-08-12 20:23:25,1289,0.1648,183.0000,7.4120,419.9858,28.7200,27.1000,0.8372,7.4695
1733,2026-08-12 20:23:27,1283,0.1641,182.0000,7.3800,415.1215,28.7000,27.1000,0.8380,7.4633
1734,2026-08-12 20:23:29,1281,0.1638,182.0000,7.3200,409.9437,28.7000,27.1200,0.8388,7.4571
1735,2026-08-12 20:23:31,1273,0.1628,182.0000,7.2970,409.2004,28.7000,27.1400,0.8396,7.4509
1736,2026-08-12 20:23:33,1263,0.1615,181.0000,7.2400,406.3303,28.7000,27.1600,0.8404,7.4447
1737,2026-08-12 20:23:35,1259,0.1610,181.0000,7.2170,403.3580,28.7000,27.1800,0.8412,7.4385
1738,2026-08-12 20:23:37,1256,0.1606,181.0000,7.1730,401.3426,28.7000,27.2000,0.8420,7.4323
1739,2026-08-12 20:23:39,1247,0.1595,180.0000,7.1280,398.8671,28.7000,27.2600,0.8428,7.4261
1740,2026-08-12 20:23:41,1246,0.1593,180.0000,7.2110,394.9896,28.7000,27.3200,0.8436,7.4199
1741,2026-08-12 20:23:43,1238,0.1583,180.0000,7.1530,391.4518,28.7000,27.3800,0.8444,7.4137
1742,2026-08-12 20:23:45,1235,0.1579,179.0000,7.1280,389.0268,28.7000,27.4400,0.8452,7.4075
1743,2026-08-12 20:23:47,1215,0.1554,180.0000,7.0730,385.3598,28.7000,27.5000,0.8460,7.4013
1744,2026-08-12 20:23:49,1214,0.1552,179.0000,7.0420,381.5594,28.6800,27.4600,0.8468,7.3951
1745,2026-08-12 20:23:51,1217,0.1556,178.0000,7.0050,378.8482,28.6600,27.4200,0.8476,7.3889
1746,2026-08-12 20:23:53,1215,0.1554,179.0000,6.9710,375.7293,28.6400,27.3800,0.8484,7.3827
1747,2026-08-12 20:23:55,1201,0.1536,178.0000,6.9250,372.3242,28.6200,27.3400,0.8492,7.3765
1748,2026-08-12 20:23:57,1197,0.1531,177.0000,6.8790,369.6177,28.6000,27.3000,0.8500,7.3703
1749,2026-08-12 20:23:59,1191,0.1523,176.0000,6.8580,368.2426,28.6000,27.2600,0.8508,7.3641
1750,2026-08-12 20:24:01,1186,0.1517,177.0000,6.8200,363.8551,28.6000,27.2200,0.8516,7.3580
1751,2026-08-12 20:24:03,1173,0.1500,175.0000,6.7520,362.0885,28.6000,27.1800,0.8524,7.3520
1752,2026-08-12 20:24:05,1166,0.1491,176.0000,6.7340,359.4676,28.6000,27.1400,0.8532,7.3460
1753,2026-08-12 20:24:07,1156,0.1478,175.0000,6.6910,356.3495,28.6000,27.1000,0.8540,7.3400
1754,2026-08-12 20:24:09,1158,0.1481,175.0000,6.6490,353.5438,28.6000,27.1000,0.8548,7.3340
1755,2026-08-12 20:24:11,1155,0.1477,174.0000,6.6060,349.7198,28.6000,27.1000,0.8556,7.3279
1756,2026-08-12 20:24:13,1142,0.1460,173.0000,6.5600,348.3228,28.6000,27.1000,0.8564,7.3217
1757,2026-08-12 20:24:15,1138,0.1455,174.0000,6.5380,345.8827,28.6000,27.1000,0.8572,7.3155
1758,2026-08-12 20:24:17,1122,0.1435,173.0000,6.4770,343.0747,28.6000,27.1000,0.8580,7.3093
1759,2026-08-12 20:24:19,1122,0.1435,171.0000,6.4640,339.3696,28.5800,27.1200,0.8588,7.3031
1760,2026-08-12 20:24:21,1117,0.1428,171.0000,6.4220,337.8090,28.5600,27.1400,0.8596,7.2969
1761,2026-08-12 20:24:23,1119,0.1431,171.0000,6.3940,334.9925,28.5400,27.1600,0.8604,7.2907
1762,2026-08-12 20:24:25,1103,0.1410,171.0000,6.3420,331.3664,28.5200,27.1800,0.8612,7.2845
1763,2026-08-12 20:24:27,1100,0.1407,170.0000,6.3120,329.0428,28.5000,27.2000,0.8620,7.2783
1764,2026-08-12 20:24:29,1091,0.1395,170.0000,6.2630,326.2804,28.5000,27.2000,0.8628,7.2721
1765,2026-08-12 20:24:31,1092,0.1396,168.0000,6.2410,323.3030,28.5000,27.2000,0.8636,7.2659
1766,2026-08-12 20:24:33,1082,0.1384,169.0000,6.2250,318.6471,28.5000,27.2000,0.8644,7.2597
1767,2026-08-12 20:24:35,1077,0.1377,168.0000,6.1750,317.4533,28.5000,27.2000,0.8652,7.2535
1768,2026-08-12 20:24:37,1069,0.1367,167.0000,6.1200,314.5809,28.5000,27.2000,0.8660,7.2473
1769,2026-08-12 20:24:39,1063,0.1359,168.0000,6.1000,311.4458,28.5000,27.2000,0.8668,7.2411
1770,2026-08-12 20:24:41,1056,0.1350,167.0000,6.1850,310.0445,28.5000,27.2000,0.8676,7.2350
1771,2026-08-12 20:24:43,1055,0.1349,167.0000,6.1740,307.3290,28.5000,27.2000,0.8684,7.2290
1772,2026-08-12 20:24:45,1043,0.1334,167.0000,6.1130,304.5191,28.5000,27.2000,0.8692,7.2230
1773,2026-08-12 20:24:47,1042,0.1332,168.0000,6.0850,300.7727,28.5000,27.2000,0.8700,7.2170
1774,2026-08-12 20:24:49,1035,0.1324,167.0000,6.0450,298.1116,28.5000,27.2400,0.8708,7.2110
1775,2026-08-12 20:24:51,1032,0.1320,167.0000,6.0170,296.4315,28.5000,27.2800,0.8716,7.2049
1776,2026-08-12 20:24:53,1018,0.1302,167.0000,5.9720,295.5378,28.5000,27.3200,0.8724,7.1987
1777,2026-08-12 20:24:55,1018,0.1302,165.0000,5.9310,291.9676,28.5000,27.3600,0.8732,7.1925
1778,2026-08-12 20:24:57,1006,0.1286,165.0000,5.8970,289.3741,28.5000,27.4000,0.8740,7.1863
1779,2026-08-12 20:24:59,1008,0.1289,164.0000,5.8530,286.3227,28.5000,27.4400,0.8748,7.1801
1780,2026-08-12 20:25:01,1002,0.1281,164.0000,5.8250,284.2969,28.5000,27.4800,0.8756,7.1739
1781,2026-08-12 20:25:03,993,0.1270,164.0000,5.7860,282.2403,28.5000,27.5200,0.8764,7.1677
1782,2026-08-12 20:25:05,984,0.1258,163.0000,5.7570,279.3547,28.5000,27.5600,0.8772,7.1615
1783,2026-08-12 20:25:07,977,0.1249,163.0000,5.7280,277.7633,28.5000,27.6000,0.8780,7.1553
1784,2026-08-12 20:25:09,966,0.1235,163.0000,5.6860,275.1315,28.5000,27.6000,0.8788,7.1491
1785,2026-08-12 20:25:11,955,0.1221,162.0000,5.6480,271.9729,28.5000,27.6000,0.8797,7.1429
1786,2026-08-12 20:25:13,960,0.1228,162.0000,5.6160,270.7205,28.5000,27.6000,0.8805,7.1367
1787,2026-08-12 20:25:15,953,0.1219,162.0000,5.5780,268.4132,28.5000,27.6000,0.8813,7.1305
1788,2026-08-12 20:25:17,946,0.1210,161.0000,5.5520,265.1593,28.5000,27.6000,0.8821,7.1243
1789,2026-08-12 20:25:19,940,0.1202,161.0000,5.5040,262.9515,28.4800,27.5600,0.8829,7.1181
1790,2026-08-12 20:25:21,940,0.1202,161.0000,5.4920,261.0013,28.4600,27.5200,0.8837,7.1120
1791,2026-08-12 20:25:23,929,0.1188,161.0000,5.4640,257.5742,28.4400,27.4800,0.8845,7.1060
1792,2026-08-12 20:25:25,921,0.1178,160.0000,5.4220,253.6087,28.4200,27.4400,0.8853,7.1000
1793,2026-08-12 20:25:27,911,0.1165,160.0000,5.3940,250.7868,28.4000,27.4000,0.8861,7.0940
1794,2026-08-12 20:25:29,915,0.1170,159.0000,5.3670,249.4206,28.4000,27.3800,0.8869,7.0880
1795,2026-08-12 20:25:31,913,0.1168,157.0000,5.3200,247.6590,28.4000,27.3600,0.8877,7.0819
1796,2026-08-12 20:25:33,904,0.1156,158.0000,5.2900,245.1403,28.4000,27.3400,0.8885,7.0757
1797,2026-08-12 20:25:35,897,0.1147,157.0000,5.2600,242.3111,28.4000,27.3200,0.8893,7.0695
1798,2026-08-12 20:25:37,886,0.1133,158.0000,5.2290,239.7704,28.4000,27.3000,0.8901,7.0633
1799,2026-08-12 20:25:39,877,0.1121,158.0000,5.2000,237.6698,28.3800,27.3000,0.8909,7.0571
1800,2026-08-12 20:25:41,870,0.1113,157.0000,5.2500,235.5303,28.3600,27.3000,0.8917,7.0509
1801,2026-08-12 20:25:43,873,0.1116,156.0000,5.2340,234.5340,28.3400,27.3000,0.8925,7.0447
1802,2026-08-12 20:25:45,854,0.1092,154.0000,5.1770,232.0299,28.3200,27.3000,0.8933,7.0385
1803,2026-08-12 20:25:47,859,0.1098,154.0000,5.1540,229.8302,28.3000,27.3000,0.8941,7.0323
1804,2026-08-12 20:25:49,844,0.1079,153.0000,5.1240,227.5888,28.3000,27.3800,0.8949,7.0261
1805,2026-08-12 20:25:51,838,0.1072,153.0000,5.0890,224.9277,28.3000,27.4600,0.8957,7.0200
1806,2026-08-12 20:25:53,832,0.1064,152.0000,5.0560,222.3311,28.3000,27.5400,0.8965,7.0140
1807,2026-08-12 20:25:55,832,0.1064,151.0000,5.0330,220.3956,28.3000,27.6200,0.8973,7.0080
1808,2026-08-12 20:25:57,832,0.1064,151.0000,4.9990,219.1578,28.3000,27.7000,0.8981,7.0020
1809,2026-08-12 20:25:59,817,0.1045,150.0000,4.9770,217.0090,28.3000,27.6600,0.8989,6.9960
1810,2026-08-12 20:26:01,816,0.1043,151.0000,4.9540,213.9376,28.3000,27.6200,0.8997,6.9899
1811,2026-08-12 20:26:03,812,0.1038,151.0000,4.9260,211.5172,28.3000,27.5800,0.9005,6.9837
1812,2026-08-12 20:26:05,803,0.1027,151.0000,4.9010,209.7395,28.3000,27.5400,0.9013,6.9775
1813,2026-08-12 20:26:07,798,0.1020,151.0000,4.8660,208.0439,28.3000,27.5000,0.9021,6.9713
1814,2026-08-12 20:26:09,797,0.1019,151.0000,4.8470,205.8634,28.2800,27.5600,0.9029,6.9651
1815,2026-08-12 20:26:11,783,0.1001,150.0000,4.8020,204.3233,28.2600,27.6200,0.9037,6.9589
1816,2026-08-12 20:26:13,777,0.0994,150.0000,4.7740,201.8655,28.2400,27.6800,0.9045,6.9527
1817,2026-08-12 20:26:15,766,0.0980,149.0000,4.7500,199.4779,28.2200,27.7400,0.9053,6.9465
